Index,ID,SourceName,CODICE_COMMITTENTE,ALIQUOTA_IVA,DATA,P_IVA,UNITAMISURA,IMPORTO_TOTALE_DOCUMENTO,NUMERO,TIPO_DOCUMENTO,RAGIONE_SOCIALE,SEDE_INDIRIZZO_CESSIONARIO,QUANTITA,DESCRIZIONE,IMPONIBILE_IMPORTO,PREZZO_UNITARIO,CATEGORIA
2820,2820,IT04157540966_4vj3x,09247360960,22,2024-04-18,02827030962,,846.43,4vj3x,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,COPPA 18CM DEC. ASS. MOSAIK,6.59,6.59,Attrezzature Sala
2821,2821,IT04157540966_4w9uy,09247360960,10,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G.132 NUTELLA B-READY T6,2.54,2.54,Food
2822,2822,IT04157540966_4w9uy,09247360960,22,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,2 MOP SPANISH 220GR COTONE MP,5.99,5.99,Altre Forniture
2823,2823,IT04157540966_4w9uy,09247360960,22,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84,Beverage
2824,2824,IT04157540966_4w9uy,09247360960,22,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84,Beverage
2825,2825,IT04157540966_4w9uy,09247360960,22,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84,Beverage
2826,2826,IT04157540966_4w9uy,09247360960,10,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,5.0,"KG2,5 STRISCE P. POLLO PREC MC",85.95,17.19,Food
2827,2827,IT04157540966_4w9uy,09247360960,4,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,3.017,RADICCHIO TONDO R. MC (IT I),8.42,2.79,Food
2828,2828,IT04157540966_4w9uy,09247360960,4,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,6.167,INS. ICEB. CAL9/11 CS (ES I),9.19,1.49,Food
2829,2829,IT04157540966_4w9uy,09247360960,4,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,5.59,5.59,Food
2830,2830,IT04157540966_4w9uy,09247360960,4,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 VALERIANA VASCHETTA MC,5.49,5.49,Food
2831,2831,IT04157540966_4w9uy,09247360960,4,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 VALERIANA VASCHETTA MC,5.49,5.49,Food
2832,2832,IT04157540966_4w9uy,09247360960,4,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,5.59,5.59,Food
2833,2833,IT04157540966_4w9uy,09247360960,22,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,SACC.AVANA FONDO LARGO26X16X29,8.5,8.5,Altre Forniture
2834,2834,IT04157540966_4w9uy,09247360960,22,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,SACC.AVANA FONDO LARGO26X16X29,8.5,8.5,Altre Forniture
2835,2835,IT04157540966_4w9uy,09247360960,22,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,MT150 CARTA IG.MINIJUMBO MP,11.94,11.94,Altre Forniture
2836,2836,IT04157540966_4w9uy,09247360960,22,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL33 ACQUA NAT S.BENED LATTINA,7.2,7.2,Beverage
2837,2837,IT04157540966_4w9uy,09247360960,22,2024-04-19,02827030962,,212.94,4w9uy,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL33 ACQUA NAT S.BENED LATTINA,7.2,7.2,Beverage
2838,2838,IT04157540966_4x97v,09247360960,10,2024-04-20,02827030962,,338.33,4x97v,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.9,MORT.IGP PIS.1/2 KG 2.5 MC,19.28,6.65,Food
2839,2839,IT04157540966_4x97v,09247360960,10,2024-04-20,02827030962,,338.33,4x97v,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.86,MORT.IGP PIS.1/2 KG 2.5 MC,19.02,6.65,Food
2840,2840,IT04157540966_4x97v,09247360960,10,2024-04-20,02827030962,,338.33,4x97v,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.58,MORT.IGP PIS.1/2 KG 2.5 MC,17.16,6.65,Food
2841,2841,IT04157540966_4x97v,09247360960,22,2024-04-20,02827030962,,338.33,4x97v,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,L30 BIRRA   FELSGOLD FUSTO.,49.95,49.95,Beverage
2842,2842,IT04157540966_4x97v,09247360960,0,2024-04-20,02827030962,,338.33,4x97v,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,FUSTO BIRRA LT. 30 CO.BIR,39.0,39.0,Beverage
2843,2843,IT04157540966_4x97v,09247360960,22,2024-04-20,02827030962,,338.33,4x97v,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,L30 BIRRA   FELSGOLD FUSTO.,49.95,49.95,Beverage
2844,2844,IT04157540966_4x97v,09247360960,0,2024-04-20,02827030962,,338.33,4x97v,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,FUSTO BIRRA LT. 30 CO.BIR,39.0,39.0,Beverage
2845,2845,IT04157540966_4x97v,09247360960,4,2024-04-20,02827030962,,338.33,4x97v,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,17.0,G750 FOCACCIA CLASSIC 30X40 MC,74.46,4.38,Food
2846,2846,IT04157540966_52t8h,09247360960,22,2024-04-27,02827030962,,54.78,52t8h,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,TAVOLO PIEGH ANTR MPRO,44.9,44.9,Attrezzature Sala
2847,2847,IT04355200967_02D64,09247360960,22,2024-04-04,04355200967,NUMERO,170.8,vzjfd80990,TD01,TECNOGAS SRL,"VIA STENDHAL, 30",1.0,Bombola Anidride Carbonica E290 lt.14,55.0,55.0,Altre Forniture
2848,2848,IT04355200967_02D64,09247360960,22,2024-04-04,04355200967,NUMERO,170.8,vzjfd80990,TD01,TECNOGAS SRL,"VIA STENDHAL, 30",1.0,Bombola Aligal 1 ALI lt.14,45.0,45.0,Altre Forniture
2849,2849,IT04355200967_02D64,09247360960,22,2024-04-04,04355200967,NUMERO,170.8,vzjfd80990,TD01,TECNOGAS SRL,"VIA STENDHAL, 30",2.0,TRASPORTO CAD.,29.0,14.5,Automezzi
2850,2850,IT04355200967_02D64,09247360960,22,2024-04-04,04355200967,NUMERO,170.8,vzjfd80990,TD01,TECNOGAS SRL,"VIA STENDHAL, 30",2.0,ADR QUOTA HMF GAS CONDIZIONATI CAD.,11.0,5.5,Carburante
2851,2851,IT04355200967_02DNC,09247360960,22,2024-04-24,04355200967,NUMERO,61.61,vzjfd81541,TD01,TECNOGAS SRL,"VIA STENDHAL, 30",1.0,Bombola Aligal 1 ALI lt.14,45.0,45.0,Altre Forniture
2852,2852,IT04355200967_02DNC,09247360960,22,2024-04-24,04355200967,NUMERO,61.61,vzjfd81541,TD01,TECNOGAS SRL,"VIA STENDHAL, 30",1.0,ADR QUOTA HMF GAS CONDIZIONATI CAD.,5.5,5.5,Carburante
2853,2853,IT04628270482_cUws,09247360960,22,2024-04-26,04628270482,,0.55,E12970270,TD01,Register SpA,via stendhal 30,,[ID: #28938904] Servizio di cambio maintainer/transfer registrar per il dominio thegallerybarmilano.com,0.45,0.45,Spese Amministrative
2854,2854,IT0526289001424127_Q4PGW,09247360960,22,2024-04-30,11810230158,GG,58.56,PAI0038863,TD24,Linde Gas Italia  S.r.l.,VIA STENDHAL 30,240.0,Nolo Giornaliero Bombola,48.0,0.2,Noleggi
2855,2855,IT05602710963_B8V8H,09247360960,22,2024-04-29,05602710963,,23.99,L19180103,TD01,Leroy Merlin Italia srl,VIA STENDHAL 30,1.0,*COPRIWATER GRIGIO CHIARO OPACO MDF,19.66,19.66,Attrezzature Sala
2856,2856,IT07155170157_ymufr,09247360960,10,2024-04-02,12683790153,,17.56,5507862,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,NUTELLA CROISSANT GR.77,2.16,1.08,Food
2857,2857,IT07155170157_ymufr,09247360960,4,2024-04-02,12683790153,,17.56,5507862,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,POMOD. MIX COLORATI GR300,4.76,2.38,Food
2858,2858,IT07155170157_ymufr,09247360960,4,2024-04-02,12683790153,,17.56,5507862,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,LATTE CLAM AQ 500 ML,1.25,1.25,Beverage
2859,2859,IT07155170157_ymufr,09247360960,4,2024-04-02,12683790153,,17.56,5507862,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,POMOD. TONDO SUGO GR800,3.15,3.15,Food
2860,2860,IT07155170157_ymufr,09247360960,22,2024-04-02,12683790153,,17.56,5507862,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,SHOPPER EXPRESS COMPOSTABIL,0.1,0.1,Altre Forniture
2861,2861,IT07155170157_ymufr,09247360960,4,2024-04-02,12683790153,,17.56,5507862,TD01,GS S.p.A.,VIA STENDHAL 30,4.0,SONGINO GR125 CRF,5.32,1.33,Food
2862,2862,IT07155170157_yp5w1,09247360960,10,2024-04-03,12683790153,,6.78,5510896,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,MENTA GR.30,0.91,0.91,Food
2863,2863,IT07155170157_yp5w1,09247360960,5,2024-04-03,12683790153,,6.78,5510896,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,SALVIA GR.30,0.95,0.95,Food
2864,2864,IT07155170157_yp5w1,09247360960,5,2024-04-03,12683790153,,6.78,5510896,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,ROSMARINO GR.30,0.95,0.95,Food
2865,2865,IT07155170157_yp5w1,09247360960,10,2024-04-03,12683790153,,6.78,5510896,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,TAVOLET.EXCELLENCE NOIR ORA,2.17,2.17,Food
2866,2866,IT07155170157_yp5w1,09247360960,10,2024-04-03,12683790153,,6.78,5510896,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,ZUCCHERO KG1 CRF,1.26,1.26,Food
2867,2867,IT07155170157_yqgui,09247360960,10,2024-04-04,12683790153,,6.08,5512653,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,MUFFIN SOGNO ALBICOCCA GR.8,1.45,1.45,Food
2868,2868,IT07155170157_yqgui,09247360960,10,2024-04-04,12683790153,,6.08,5512653,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,SOGNO AL CIOCCOLATO BIANCO,2.9,1.45,Food
2869,2869,IT07155170157_yqgui,09247360960,10,2024-04-04,12683790153,,6.08,5512653,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,CROISSANT ALBICOCCA GR.75,1.08,1.08,Food
2870,2870,IT07155170157_yqgui,09247360960,22,2024-04-04,12683790153,,6.08,5512653,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,SHOPPER EXPRESS COMPOSTABIL,0.1,0.1,Altre Forniture
2871,2871,IT07155170157_yrwfn,09247360960,22,2024-04-05,12683790153,,8.84,5515037,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,CRF PELLICOLA 50M,2.45,2.45,Altre Forniture
2872,2872,IT07155170157_yrwfn,09247360960,4,2024-04-05,12683790153,,8.84,5515037,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,POMOD. MIX COLORATI GR300 F,4.76,2.38,Food
2873,2873,IT07155170157_yrwfn,09247360960,4,2024-04-05,12683790153,,8.84,5515037,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,LATTE INTERO UHT 500 ML CRF,0.74,0.74,Beverage
2874,2874,IT07155170157_yrwfn,09247360960,22,2024-04-05,12683790153,,8.84,5515037,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,SHOPPER EXPRESS COMPOSTABIL,0.1,0.1,Altre Forniture
2875,2875,IT07155170157_yw63i,09247360960,22,2024-04-06,12683790153,,2.99,5519097,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,CRF PELLICOLA 50M,2.45,2.45,Altre Forniture
2876,2876,IT07155170157_yw63k,09247360960,10,2024-04-06,12683790153,,11.17,5519159,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,MENTA GR.30,0.91,0.91,Food
2877,2877,IT07155170157_yw63k,09247360960,22,2024-04-06,12683790153,,11.17,5519159,TD01,GS S.p.A.,VIA STENDHAL 30,3.0,15 FORCHETTE NATURAL BIBO,3.66,1.22,Attrezzature Sala
2878,2878,IT07155170157_yw63k,09247360960,22,2024-04-06,12683790153,,11.17,5519159,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,BICCH BIOPLASTICA 200ML 50P,4.68,2.34,Attrezzature Sala
2879,2879,IT07155170157_ywdbq,09247360960,10,2024-04-08,12683790153,,3.97,5521330,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,NUTELLA CROISSANT GR.77,2.16,1.08,Food
2880,2880,IT07155170157_ywdbq,09247360960,10,2024-04-08,12683790153,,3.97,5521330,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,SOGNO AL CIOCCOLATO BIANCO,1.45,1.45,Food
2881,2881,IT07155170157_yxz4t,09247360960,10,2024-04-08,12683790153,,3.0,5522899,TD01,GS S.p.A.,VIA STENDHAL 30,3.0,MENTA GR.30,2.73,0.91,Food
2882,2882,IT07155170157_z0hsx,09247360960,4,2024-04-10,12683790153,,2.6,5526666,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,LATTE CLAM AQ 500 ML,2.5,1.25,Beverage
2883,2883,IT07155170157_z418o,09247360960,10,2024-04-12,12683790153,,4.36,5531714,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,CROISSANT ALBICOCCA GR.75,2.16,1.08,Food
2884,2884,IT07155170157_z418o,09247360960,10,2024-04-12,12683790153,,4.36,5531714,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,CROISS. CURVO IT. VUOTO GR.,1.8,0.9,Food
2885,2885,IT07155170157_z4jcb,09247360960,5,2024-04-12,12683790153,,6.58,5533090,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,AROMI MISTI GR.30,0.95,0.95,Food
2886,2886,IT07155170157_z4jcb,09247360960,5,2024-04-12,12683790153,,6.58,5533090,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,ROSMARINO GR.30,1.9,0.95,Food
2887,2887,IT07155170157_z4jcb,09247360960,22,2024-04-12,12683790153,,6.58,5533090,TD01,GS S.p.A.,VIA STENDHAL 30,2.0,ALBUME D'UOVO TERRA PAST. 2,2.94,1.47,Food
2888,2888,IT07155170157_z5tfc,09247360960,5,2024-04-13,12683790153,,11.59,5534714,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,BASILICO GR.30,0.95,0.95,Food
2889,2889,IT07155170157_z5tfc,09247360960,4,2024-04-13,12683790153,,11.59,5534714,TD01,GS S.p.A.,VIA STENDHAL 30,3.0,FETA DOP GR. 200 CRF,10.08,3.36,Food
2890,2890,IT07155170157_z5tfc,09247360960,22,2024-04-13,12683790153,,11.59,5534714,TD01,GS S.p.A.,VIA STENDHAL 30,1.0,SHOPPER EXPRESS COMPOSTABIL,0.1,0.1,Altre Forniture
2891,2891,IT07945211006CZLVJ_GN01J,09247360960,22,2024-04-28,02992760963,,50.0,1,TD01,Ikea Italia Retail Srl,VIA ENRICO STENDHAL 30,2.0,SUNDSO sed giar,40.98361,20.491804,Attrezzature Sala
2892,2892,IT07945211006F0LV8_1E7FN,09247360960,22,2024-04-20,02992760963,,269.85,1,TD01,Ikea Italia Retail Srl,VIA ENRICO STENDHAL 30,6.0,ASKHOLMEN sed,147.54099,24.590164,Attrezzature Sala
2893,2893,IT07945211006F0LV8_1E7FN,09247360960,22,2024-04-20,02992760963,,269.85,1,TD01,Ikea Italia Retail Srl,VIA ENRICO STENDHAL 30,3.0,ASKHOLMEN tav,73.64754,24.549181,Attrezzature Sala
2894,2894,IT07945211006QOLUI_316MO,09247360960,4,2024-04-02,07551030963,,46.72,44,TD01,YALTA SRL,VIA STENDHAL 30,1.0,FORMAGGI,16.076923,16.076923,Food
2895,2895,IT07945211006QOLUI_316MO,09247360960,4,2024-04-02,07551030963,,46.72,44,TD01,YALTA SRL,VIA STENDHAL 30,1.0,FORMAGGI,28.846153,28.846153,Food
2896,2896,IT08973230967_8qHDh,09247360960,0,2024-04-11,0LU23561633,,71.95,8qHDh,TD01,Amazon Business EU S.a.r.l,via stendhal 30,5.0,FTVOGUE Lampada da lettura a parete con luce flessibile a collo di cigno Lampada da letto a luce bianca calda/fredda AC85-265V 1W / 3W(warm white(3500k)-1W),71.95,15.99,Attrezzature Sala
2897,2897,IT0995751096000lul_ptbae,09247360960,22,2024-04-04,09957510960,KWH,18.76,4333384,TD01,BE CHARGE S.R.L.,VIA STENDHAL,34.74,"Sessione di ricarica in Via Stendhal, 30, Milano da 2024-04-04 19:36 a 2024-04-04 22:53 (H000009-3)",25.62,0.737563,Carburante
2898,2898,IT0995751096000lul_ptbae,09247360960,22,2024-04-04,09957510960,PZ,18.76,4333384,TD01,BE CHARGE S.R.L.,VIA STENDHAL,1.0,Sconto 40% BE PREMIUM,-10.25,-10.25,Carburante
2899,2899,IT10938470159_00FTJ,09247360960,10,2024-04-24,10938470159,NUMERO,99.8,nrxwr05917,TD01,HOBBY GARDEN DEI NAVIGLI SRL,"VIA STENDHAL ENRICO, 30",2.0,composizione piante miste,90.72728,45.36364,Manutenzione Verde
2901,2901,IT12277900960_HV1G9,09247360960,10,2024-04-18,12277900960,PZ,2.78,49540013GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,ZUCCHERO KG1 CRF,1.26,1.26,Food
2902,2902,IT12277900960_HV1G9,09247360960,10,2024-04-18,12277900960,PZ,2.78,49540013GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,ZUCCHERO KG1 CRF,1.26,1.26,Food
2903,2903,IT12277900960_HV1GC,09247360960,10,2024-04-19,12277900960,PZ,796.59,49540016GA,TD01,CAMMISCIA SRL,via stendhal 30,100.0,FARINATA DI CECI GENOVESE TDI,260.99,34.5199,Food
2904,2904,IT12277900960_HV1GC,09247360960,10,2024-04-19,12277900960,PZ,796.59,49540016GA,TD01,CAMMISCIA SRL,via stendhal 30,90.0,FOCACCIA LIGURIA C FORM TDI,463.18,61.746445,Food
2905,2905,IT12277900960_HV1GE,09247360960,10,2024-04-19,12277900960,PZ,2.0,49540019GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,MENTA VASO,1.82,1.82,Food
2906,2906,IT12277900960_HV1GW,09247360960,22,2024-04-25,12277900960,PZ,3.19,49540038GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,SPRAY STRISCIANTI CRF,2.61,2.61,Altre Forniture
2907,2907,IT12277900960_HV1H2,09247360960,5,2024-04-30,12277900960,PZ,6.67,49540044GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,BASILICO VASI,1.9,1.9,Food
2908,2908,IT12277900960_HV1H2,09247360960,22,2024-04-30,12277900960,PZ,6.67,49540044GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,Ortofrutta,0.82,0.82,Food
2909,2909,IT12277900960_HV1H2,09247360960,10,2024-04-30,12277900960,KG,6.67,49540044GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,MIX FASHION DONUTS RMM,1.17,1.17,Food
2910,2910,IT12277900960_HV1H2,09247360960,22,2024-04-30,12277900960,PZ,6.67,49540044GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,Ortofrutta,0.98,0.98,Food
2911,2911,IT12277900960_HV1H2,09247360960,22,2024-04-30,12277900960,PZ,6.67,49540044GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,Ortofrutta,0.98,0.98,Food
2912,2912,IT12277900960_HV1H3,09247360960,22,2024-04-30,12277900960,PZ,4.19,49540045GA,TD01,CAMMISCIA SRL,via stendhal 30,1.0,AJAX PAVIMENTI CLASSICO 950 ML,3.43,3.43,Altre Forniture
2913,2913,IT12549080153_1U7OH,09247360960,22,2024-04-08,12549080153,,675.88,7c48c16a-8,TD01,VOLKSWAGEN LEASING GMBH,VIA STENDHAL ENRICO 30,,Canone noleggio,465.0,465.0,Noleggi
2914,2914,IT12549080153_1U7OH,09247360960,22,2024-04-08,12549080153,,675.88,7c48c16a-8,TD01,VOLKSWAGEN LEASING GMBH,VIA STENDHAL ENRICO 30,,Canone assistenza operativa,89.0,89.0,Automezzi
2915,2915,IT12878470157_A2zPC,09247360960,22,2024-04-30,12878470157,,203.0,1870,TD01,FASTWEB SpA,"VIA ENRICO STENDHAL,30",1.0,"VIA ENRICO STENDHAL,30 MILANO  Unlimited Business  ASYM TOP PROMO 2 LINEE PROMO SMALL, Unlimited Business  ASYM TOP PROMO 2 LINEE PROMO SMALL",-83.61,-83.61,Telefono
2916,2916,IT12878470157_A2zPC,09247360960,22,2024-04-30,12878470157,,203.0,1870,TD01,FASTWEB SpA,"VIA ENRICO STENDHAL,30",1.0,"VIA ENRICO STENDHAL,30 MILANO  Penale Per Recesso Anticipato, Penale Per Recesso Anticipato",250.0,250.0,Telefono
2917,2917,IT12878470157_A2zPC,09247360960,0,2024-04-30,12878470157,,203.0,1870,TD01,FASTWEB SpA,"VIA ENRICO STENDHAL,30",1.0,"VIA ENRICO STENDHAL,30 MILANO  Importo per Rate residue ., Importo per Rate residue .",32.94,32.94,Telefono
2918,2918,IT12883420155_kD5MD,09247360960,22,2024-04-08,12883420155,LE,51.0,1712652527,TD01,A2A Energia S.p.A.,Via Stendhal 30,1.0,E-moving Medium - Data Valuta 24/03/2024 22:50,41.8,41.8,Carburante
2919,2919,IT12883420155_l4JVM,09247360960,22,2024-04-30,12883420155,LE,72.49,1714629180,TD01,A2A Energia S.p.A.,Via Stendhal 30,1.0,E-moving Medium - Data Valuta 28/04/2024 13:55,41.8,41.8,Carburante
2920,2920,IT12883420155_l4JVM,09247360960,22,2024-04-30,12883420155,LE,72.49,1714629180,TD01,A2A Energia S.p.A.,Via Stendhal 30,1.0,"E-moving Medium - Ricarica presso:806 - Via Digione, 9 , 20144 MILANO - Data Valuta 22/04/2024 08:36",17.61,17.61,Carburante
2921,2921,IT12883420155_l4JVM,09247360960,0,2024-04-30,12883420155,,72.49,1714629180,TD01,A2A Energia S.p.A.,Via Stendhal 30,,ARROTONDAMENTO,0.01,0.01,Carburante
2923,2923,ITMRLMRA65P24B639D_0026L,09247360960,22,2024-04-24,02456440136,,1015.04,456194,TD06,MARELLI MAURO,VIA STENDHAL ENRICO 30,,"Decimo acconto indennità e onorari per attività continuative, secondo quanto previsto da mandato professionale e successive richieste integrative.",400.0,400.0,Professionisti
2925,2925,ITMRLMRA65P24B639D_0026L,09247360960,22,2024-04-24,02456440136,,1015.04,456194,TD06,MARELLI MAURO,VIA STENDHAL ENRICO 30,,"Undicesimo acconto indennità e onorari per attività continuative, secondo quanto previsto da mandato professionale e successive richieste integrative.",400.0,400.0,Professionisti
2928,2928,NL10209790152_FTquG,09247360960,22,2024-04-10,13090770150,pezzi,965.0,356597,TD01,LUCKY MUSIC NETWORK SRL,VIA STENDHAL 30,2.0,FBT X LITE 112A,719.67,359.8361,Musica
2929,2929,NL10209790152_FTquG,09247360960,22,2024-04-10,13090770150,pezzi,965.0,356597,TD01,LUCKY MUSIC NETWORK SRL,VIA STENDHAL 30,1.0,DB TECHNOLOGIES KIT 2 SUPPORTI PER DIFFUSORI,45.08,45.082,Musica
2930,2930,NL10209790152_FTquG,09247360960,22,2024-04-10,13090770150,pezzi,965.0,356597,TD01,LUCKY MUSIC NETWORK SRL,VIA STENDHAL 30,1.0,ZZIPP DZZX300 CAVO 2 RCA 2 XLR MASCHIO 3 METRI,11.48,11.4754,Musica
2931,2931,NL10209790152_FTquG,09247360960,22,2024-04-10,13090770150,pezzi,965.0,356597,TD01,LUCKY MUSIC NETWORK SRL,VIA STENDHAL 30,1.0,PROEL BULK 250LU15,14.75,14.7541,Musica
2932,2932,NL10209790152_FTquG,09247360960,22,2024-04-10,13090770150,pezzi,965.0,356597,TD01,LUCKY MUSIC NETWORK SRL,VIA STENDHAL 30,1.0,PROEL BULK 250LU15,0.0,14.7541,Musica
2934,2934,IT01378570350_grdiB,09247360960,4,2024-04-16,04916380159,Num.,6.68,2074010383,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,4.0,INS.MISTICANZA NAT.-GR  200,4.54,1.135,Food
2935,2935,IT01378570350_grdiB,09247360960,4,2024-04-16,04916380159,Num.,6.68,2074010383,TD01,Esselunga S.p.A.   ,VIA STENDHAL 30,2.0,RUCOLA NATURAMA-GR  100,1.88,0.94,Food
2937,2937,IT01378570350_grxJR,09247360960,22,2024-04-08,06017420487,N.,522.37,2074310086,TD01,ENEGAN S.P.A,VIA ENRICO STENDHAL 30,1.0,Spesa per la materia energia,250.71,250.71,Energia Elettrica
2938,2938,IT01378570350_grxJR,09247360960,22,2024-04-08,06017420487,N.,522.37,2074310086,TD01,ENEGAN S.P.A,VIA ENRICO STENDHAL 30,1.0,Spesa per il trasporto e la gestione del contatore,53.84,53.84,Energia Elettrica
2939,2939,IT01378570350_grxJR,09247360960,22,2024-04-08,06017420487,N.,522.37,2074310086,TD01,ENEGAN S.P.A,VIA ENRICO STENDHAL 30,1.0,Spesa per gli oneri di sistema,100.29,100.29,Energia Elettrica
2940,2940,IT01378570350_grxJR,09247360960,22,2024-04-08,06017420487,N.,522.37,2074310086,TD01,ENEGAN S.P.A,VIA ENRICO STENDHAL 30,1.0,Imposte,23.33,23.33,Energia Elettrica
2941,2941,IT01378570350_grxJR,09247360960,22,2024-04-08,06017420487,N.,522.37,2074310086,TD01,ENEGAN S.P.A,VIA ENRICO STENDHAL 30,1.0,Canone (sconto su canone) - SentiAMOci Easy storno marzo 2024  -  Per canone - Competenza *t*DA:01/03/2024 *t*A:31/03/2024,-9.9,-9.9,Energia Elettrica
2942,2942,IT01378570350_grxJR,09247360960,22,2024-04-08,06017420487,N.,522.37,2074310086,TD01,ENEGAN S.P.A,VIA ENRICO STENDHAL 30,1.0,Canone - SentiAMOci Easy marzo 2024  -  Per canone - Competenza *t*DA:01/03/2024 *t*A:31/03/2024,9.9,9.9,Telefono
2943,2943,IT01378570350_gtFdn,09247360960,0,2024-04-08,06017420487,NR,7.0,2076830188,TD01,ENEGAN S.P.A,VIA ENRICO STENDHAL 30,1.0,Rata - RATA n. 24 - Rif. Fattura n. 1241 del 2022-04-15,7.0,7.0,Energia Elettrica
